id,time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65
114,1,1,2,2,1,3,4,2,2,1,4,4,3,2,4,3,2,3,4,1,4,3,1,2,4,1,3,1,1,3,3,3,3,3,3,4,3,3,2,1,3,4,3,3,4,1,1,3,1,1,3,4,3,2,2,3,3,4,4,4,3,3,2,3,1,2
115,1,2,1,4,3,4,1,1,2,1,2,4,4,4,2,2,3,2,2,2,4,1,1,2,4,3,3,1,1,2,2,4,2,2,1,3,3,3,2,1,1,4,3,3,1,2,1,2,1,2,2,3,1,2,4,1,2,2,2,1,1,2,1,2,1,4
116,1,4,2,2,3,4,1,4,1,1,3,4,4,3,2,1,2,2,1,2,4,3,2,1,4,3,1,1,1,1,1,4,1,3,4,2,2,2,2,1,2,4,3,3,2,3,4,3,2,1,3,2,4,3,3,4,4,3,4,3,4,3,2,3,2,4
117,1,2,1,4,2,4,1,3,3,4,1,4,3,3,3,2,3,2,2,1,3,1,1,3,4,3,4,2,2,2,3,4,2,4,1,4,2,3,2,3,1,3,2,3,2,4,2,3,1,2,2,4,3,3,3,3,2,2,3,3,4,2,3,2,2,3
118,1,2,1,2,3,4,1,1,2,2,1,4,4,3,2,2,3,2,2,3,3,1,1,1,4,4,3,2,3,1,2,3,2,2,1,3,2,2,1,2,1,2,2,1,3,3,2,1,1,2,2,3,3,3,2,2,2,1,2,1,2,1,2,2,1,3
119,1,2,2,3,3,4,1,3,4,1,1,4,4,4,2,2,4,3,3,2,3,2,3,3,4,4,3,4,3,3,3,4,2,2,2,3,3,3,2,2,2,3,2,3,2,2,1,2,2,2,3,4,2,3,4,2,3,2,1,1,2,2,1,2,1,3
120,1,2,1,2,1,3,3,2,2,1,1,3,3,2,2,1,2,1,2,1,1,2,1,2,3,3,2,1,1,3,3,3,1,3,1,3,2,2,2,2,3,3,3,3,2,2,1,2,2,2,3,1,2,2,3,2,2,2,1,2,2,3,1,3,2,2
121,1,2,1,2,2,2,1,1,1,1,1,3,3,2,2,2,2,1,1,1,2,1,3,1,4,2,4,2,3,1,2,3,2,1,1,2,2,1,2,1,2,2,1,1,4,1,1,1,1,2,1,4,1,1,2,1,2,1,1,1,1,1,1,1,1,1
122,1,3,1,3,3,4,1,2,2,2,2,4,4,4,3,2,3,3,3,4,4,1,1,2,4,4,4,2,1,1,3,4,4,1,1,3,3,4,2,1,3,4,2,3,2,3,2,1,1,2,2,4,2,2,3,2,1,1,1,2,1,1,1,2,1,4
123,1,2,2,2,1,4,4,3,2,1,2,4,4,3,1,1,2,3,2,1,3,2,3,1,3,2,3,2,1,3,2,4,1,3,2,2,3,2,1,1,1,3,3,4,2,4,3,3,1,2,4,2,1,2,4,2,4,1,1,1,2,2,1,2,2,4
124,1,2,1,2,2,4,1,2,2,1,1,4,4,4,2,2,3,2,1,2,3,1,1,1,3,3,3,1,2,1,2,3,2,1,1,3,2,2,2,2,1,3,2,2,3,2,1,1,1,2,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,2
125,1,3,1,2,2,3,1,1,3,1,1,3,4,4,2,3,3,4,3,2,2,1,2,3,4,4,3,1,3,2,3,3,2,3,3,4,3,3,3,2,2,2,3,3,2,1,1,2,2,2,2,3,2,3,3,3,3,2,1,3,2,2,2,2,3,3
126,1,3,1,3,3,4,1,3,2,3,2,4,4,2,2,1,3,3,4,1,3,1,1,2,4,4,4,1,2,2,4,4,1,2,2,2,4,4,2,3,3,4,3,4,3,3,1,3,1,2,3,4,2,4,2,3,2,2,1,1,4,2,2,2,2,4
127,1,2,3,2,2,4,3,4,1,4,4,4,4,4,2,2,3,3,3,3,2,3,3,2,4,3,3,2,2,3,2,4,2,3,2,3,3,2,2,3,1,4,3,4,1,3,2,3,4,2,3,4,4,3,3,3,3,3,1,4,3,3,2,2,2,3
128,1,2,1,3,2,4,2,2,4,2,2,4,4,4,2,2,2,4,3,1,2,1,1,1,4,3,3,1,1,1,1,4,2,2,2,3,2,1,1,1,1,4,4,3,1,1,1,2,1,1,2,2,1,2,3,2,2,2,2,1,2,1,1,4,2,3
129,1,2,3,3,2,3,2,3,3,1,1,4,4,2,3,2,3,2,3,1,3,2,3,3,4,3,3,2,3,3,3,3,2,2,2,4,3,3,2,2,2,3,2,3,3,4,1,3,3,3,3,2,1,2,3,3,2,2,2,3,3,3,2,3,2,3
130,1,1,1,2,1,2,2,1,2,1,1,3,4,2,1,3,3,2,1,3,2,1,2,2,4,3,3,1,2,1,3,4,2,1,1,3,3,3,2,2,2,2,3,3,4,2,2,2,3,2,3,4,2,2,3,2,2,2,3,4,2,2,2,2,2,2
131,1,3,3,2,4,3,2,3,2,2,2,4,3,2,2,2,3,3,3,1,2,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,3,2,2,2,3,3,2,3,4,2,2,3,2,3,3,3,2,2,3,3,3,3,4,4,3,2,2,3,1,2
132,1,3,3,2,2,3,3,2,2,1,2,4,4,3,2,2,3,2,2,2,3,2,1,1,4,3,3,2,3,3,4,4,1,4,2,3,4,3,3,2,2,4,2,3,4,3,1,3,1,2,3,4,2,2,4,2,3,3,2,1,1,3,1,3,1,4
133,1,2,2,2,2,3,3,2,2,2,2,4,3,3,2,3,3,4,3,2,2,2,2,2,4,4,2,2,2,3,3,3,2,3,3,3,2,2,2,4,3,2,3,3,3,4,3,3,4,2,4,3,3,2,4,4,3,3,3,2,3,3,3,3,3,2
134,1,2,2,4,3,4,4,3,2,2,2,4,4,4,1,2,2,3,3,3,3,2,1,1,4,3,3,3,3,2,3,4,2,1,2,3,4,4,3,3,1,4,2,3,2,4,1,1,3,3,3,4,4,4,4,2,1,1,1,1,1,1,1,1,1,4
135,1,2,2,3,3,4,2,1,3,2,1,4,4,3,2,2,3,3,2,1,3,2,2,3,4,3,3,1,2,2,4,4,2,2,2,4,4,4,3,3,1,4,3,3,2,2,1,3,2,1,2,1,1,3,3,2,2,2,1,1,2,2,2,3,2,2
136,1,2,1,4,1,3,1,2,3,4,2,3,4,3,3,3,3,2,2,2,2,1,2,3,4,3,3,4,3,2,3,3,3,2,3,3,4,3,3,4,2,2,2,3,3,4,2,2,4,3,3,4,3,3,3,1,2,3,1,1,2,3,1,2,2,3
137,1,3,2,3,2,2,1,4,1,2,3,2,2,1,3,1,2,2,1,3,2,2,1,1,4,2,2,3,3,1,2,2,2,3,3,2,3,2,3,2,1,2,1,4,2,4,2,3,2,2,3,4,2,1,1,2,2,2,4,2,2,2,2,3,2,2
138,1,2,2,4,3,3,1,1,1,1,2,4,3,2,3,2,3,1,2,1,2,2,2,3,4,4,4,3,2,1,3,2,2,2,2,2,3,4,2,1,1,2,3,3,4,2,1,2,1,1,2,3,3,2,2,3,2,2,2,1,1,1,2,3,2,2
139,1,1,1,3,1,3,1,1,2,1,1,4,4,4,2,1,2,2,1,1,3,1,1,3,4,2,4,1,2,1,2,4,3,1,1,4,3,2,3,4,2,3,2,3,3,4,1,1,1,3,1,4,1,3,2,1,1,1,1,3,1,1,1,1,1,3
140,1,2,1,3,2,3,2,1,2,4,3,3,3,2,3,2,3,4,4,3,3,1,3,3,4,4,3,2,2,3,3,3,3,2,2,3,3,3,2,2,2,2,2,4,3,3,2,2,3,2,2,3,3,2,3,4,2,2,4,3,2,3,3,3,2,2
141,1,3,3,3,2,3,3,1,1,1,1,4,3,3,2,2,3,2,2,2,3,1,3,1,4,3,2,1,2,4,3,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,2,3,2,2,4,3,2,3,3,2,4,2,4,2,1,4,1,4,2,3
142,1,2,1,3,1,4,1,1,2,1,1,4,4,3,2,1,4,2,1,2,2,1,1,1,4,4,3,2,1,1,2,3,2,1,1,3,2,2,3,2,2,3,1,3,3,4,1,1,2,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,3
143,1,2,1,3,2,2,1,1,1,4,1,4,4,4,2,2,3,2,2,3,2,1,2,2,3,2,3,3,2,1,1,4,2,1,1,3,2,2,1,2,2,2,1,4,2,4,4,1,2,2,2,1,2,3,1,2,2,1,4,2,1,1,1,2,1,3
144,1,1,1,4,2,4,1,3,1,3,1,4,4,4,3,3,3,2,1,2,4,1,2,4,4,3,3,2,2,3,3,4,2,2,2,3,4,4,3,4,2,4,2,4,3,4,2,2,2,1,1,4,2,4,4,1,1,1,2,1,1,1,1,2,1,4
145,1,2,2,2,1,3,2,2,1,1,1,4,4,4,3,2,4,2,2,2,2,1,1,3,4,4,4,3,2,2,3,4,4,2,2,3,4,4,3,2,2,3,2,3,2,3,1,2,3,2,2,3,2,2,3,1,2,1,2,1,1,2,1,2,1,3
146,1,3,1,2,3,3,2,4,1,3,2,4,4,3,2,2,4,4,4,3,3,1,1,2,4,4,3,1,1,1,3,4,3,2,4,4,3,3,3,3,4,3,4,4,4,4,4,4,3,2,3,3,3,4,2,4,3,3,1,2,2,3,3,3,2,3
147,1,4,2,4,2,4,1,3,2,1,2,4,4,4,4,2,4,3,2,2,3,1,2,1,4,3,3,1,2,2,2,4,3,2,2,4,2,2,2,3,2,4,2,3,3,2,2,1,3,1,3,4,1,2,2,3,2,2,1,2,2,2,1,2,1,2
148,1,2,2,3,2,2,3,1,1,2,1,4,2,4,1,2,3,3,2,4,2,1,2,2,4,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,4,3,4,1,2,1,1,2,1,2,2,2,1,3
149,1,3,2,2,2,4,2,3,2,3,2,4,4,3,2,2,3,2,2,1,2,2,2,1,4,2,3,2,2,2,2,4,1,2,3,3,2,2,1,3,2,3,2,3,4,4,3,2,4,1,2,3,2,2,3,3,3,2,2,4,2,2,3,2,2,4
150,1,3,1,3,3,4,3,2,2,1,2,4,4,3,2,2,4,4,3,3,4,2,2,3,4,4,3,2,1,2,3,4,3,4,4,3,4,4,1,4,3,4,2,4,1,4,3,4,3,1,4,2,2,2,4,4,4,4,1,4,4,4,4,3,3,4
151,1,2,2,4,3,4,2,3,1,2,2,3,3,3,4,3,4,4,3,2,3,2,4,4,4,3,4,2,2,2,3,4,4,1,3,4,4,3,4,4,2,3,3,4,3,4,3,3,2,2,4,2,2,1,2,4,3,2,1,2,3,2,4,4,1,3
152,1,2,3,2,2,4,3,2,1,2,1,3,4,4,2,3,4,4,3,2,2,2,1,1,4,3,4,2,1,4,2,4,2,3,4,2,3,2,1,4,2,3,4,4,1,3,2,4,4,2,4,2,4,2,4,4,4,3,4,1,3,3,4,3,2,4
153,1,2,1,2,2,4,2,2,2,4,2,3,3,3,3,2,3,1,1,3,2,1,3,1,4,4,4,3,2,1,3,4,2,1,1,3,3,2,3,3,4,4,2,1,4,3,2,1,1,1,1,3,2,2,4,1,1,1,4,1,1,1,2,2,1,3
154,1,2,1,3,2,2,3,2,2,1,1,2,3,2,2,1,4,1,2,2,2,2,2,1,3,2,2,2,2,2,3,1,2,3,3,3,2,2,2,2,1,1,3,3,4,3,1,3,1,3,3,4,2,2,3,2,2,2,2,1,2,2,1,2,1,2
155,1,2,1,4,3,4,2,3,3,4,1,4,4,3,3,2,3,2,3,4,3,1,3,3,4,4,4,3,3,1,4,3,3,2,2,2,3,4,3,4,4,4,3,2,4,4,3,2,4,4,4,4,4,3,3,3,4,2,4,1,2,3,1,3,2,3
156,1,2,1,2,2,1,2,2,3,2,1,3,2,2,2,2,3,2,2,4,2,1,3,3,4,4,3,4,3,1,4,2,3,1,1,2,3,3,3,3,3,2,2,1,3,4,4,2,4,3,2,4,3,3,3,2,2,2,1,1,2,2,2,1,2,2
157,1,2,1,3,2,3,2,2,3,1,3,4,3,4,3,4,4,3,3,3,3,1,4,3,4,3,3,4,3,1,3,3,3,1,1,4,3,3,4,4,1,3,3,2,4,4,1,1,3,2,2,4,2,3,3,2,2,2,1,2,2,2,2,3,1,3
158,1,3,3,3,2,3,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,1,1,1,4,3,2,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,4,3,3,3,3,4,3,3,3,2,3,3,2,3,2,3,3,2,3,3,3,3
159,1,2,1,4,2,2,1,2,1,1,1,3,3,3,2,2,3,2,2,1,2,1,1,1,3,2,3,2,1,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,3,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,2,1,2
160,1,2,1,2,2,3,1,1,1,1,1,3,3,2,1,2,3,2,2,1,2,1,3,2,3,3,3,2,3,2,3,3,2,1,1,2,2,2,2,1,1,2,2,3,2,2,2,2,1,2,3,3,2,2,2,2,2,1,3,1,1,1,1,2,1,2
161,1,2,3,3,3,4,2,2,4,1,2,3,4,3,3,3,4,3,3,2,3,2,3,4,4,3,2,2,3,3,3,4,3,3,3,3,3,3,2,2,2,3,3,3,2,3,4,3,3,3,3,4,2,2,4,3,3,2,3,2,2,3,2,3,2,3
162,1,2,2,3,3,4,2,2,1,1,2,2,4,2,3,3,2,3,3,2,3,2,1,2,3,4,3,1,1,2,3,4,2,2,3,2,3,3,3,3,2,4,3,3,1,2,2,3,2,2,3,2,2,2,4,4,3,3,2,2,3,3,2,3,3,4
163,1,1,1,3,2,3,1,1,3,1,1,3,4,4,4,2,3,2,2,1,3,1,2,3,4,3,4,2,3,1,2,4,3,1,1,3,4,3,4,2,2,3,2,3,4,4,2,1,1,2,3,3,2,4,3,2,2,1,1,1,1,1,1,2,1,3
164,1,4,3,2,2,3,2,3,1,4,4,3,4,4,3,3,4,3,3,3,4,2,2,3,4,4,4,3,3,2,2,4,3,4,1,4,4,3,3,4,3,3,3,4,2,4,4,4,4,2,3,2,4,2,4,3,3,2,1,2,4,3,4,3,3,3
165,1,1,2,2,2,3,2,4,1,2,3,4,3,3,2,2,2,1,2,2,2,2,1,1,3,2,2,3,2,3,3,3,2,3,1,2,2,2,2,1,1,2,4,3,1,3,2,2,1,2,3,4,2,2,3,2,2,1,2,1,3,1,1,3,2,2
166,1,3,3,3,3,4,4,2,3,1,1,4,4,4,3,2,4,3,3,3,3,3,3,3,4,4,4,2,3,3,3,3,3,4,2,2,3,3,4,1,2,3,3,3,4,4,3,4,2,4,3,3,1,1,3,3,4,1,1,1,2,2,1,2,1,3
167,1,2,2,3,2,4,2,1,2,1,1,3,3,2,2,2,3,2,2,2,3,2,1,2,4,3,3,1,2,2,3,3,2,2,1,2,2,2,3,2,2,4,2,2,3,3,3,1,2,1,2,3,3,2,2,2,2,1,2,2,1,1,2,2,1,3
168,1,2,2,3,2,4,2,4,2,1,2,4,4,4,2,2,4,2,1,2,3,1,2,1,4,2,2,2,2,2,3,4,2,3,3,2,2,3,2,1,1,4,1,2,1,3,2,3,2,1,2,1,1,2,4,2,1,1,1,4,1,1,1,2,1,4
169,1,2,1,2,2,3,1,1,1,1,1,4,3,3,2,2,2,2,1,1,2,1,2,1,4,3,2,1,2,1,1,3,2,1,1,2,1,2,1,2,2,3,1,1,3,2,1,1,1,1,1,3,1,1,3,1,1,1,1,2,1,1,1,1,1,3
170,1,2,2,4,2,3,3,4,1,1,4,2,3,4,2,1,4,2,2,3,1,1,3,2,4,3,3,2,3,3,4,4,3,3,3,3,3,2,3,2,4,4,3,4,4,4,1,4,2,3,3,2,3,3,2,4,3,3,2,3,4,3,3,4,3,4
171,1,4,3,2,2,2,3,4,1,1,2,3,3,3,2,4,2,3,1,3,3,3,4,2,3,3,2,2,1,2,2,3,2,4,4,2,2,2,2,3,1,3,1,2,1,1,1,4,4,2,3,4,3,1,3,4,3,1,1,4,4,1,4,2,2,3
172,1,4,3,2,2,4,3,3,1,1,4,4,4,4,3,2,3,4,3,3,3,3,3,1,3,3,3,1,2,3,2,4,2,3,4,3,2,2,1,3,1,3,3,4,2,3,2,4,1,3,4,2,2,1,3,3,3,4,2,2,2,3,2,4,2,3
173,1,3,4,2,4,2,2,1,2,3,4,3,3,4,2,1,4,4,4,1,2,4,2,2,4,4,3,1,1,3,3,3,2,4,4,3,4,3,2,1,1,1,2,4,1,2,3,4,1,4,4,4,2,1,3,4,4,4,4,1,2,4,2,1,2,2
174,1,3,2,4,4,4,4,2,3,2,4,4,4,4,3,2,4,3,4,3,4,1,2,3,4,4,4,3,1,2,4,4,3,4,4,4,3,4,2,4,1,4,3,4,2,4,1,4,4,2,4,3,2,1,4,4,3,1,2,4,2,1,4,3,2,4
175,1,2,2,3,2,2,2,2,1,1,1,2,4,2,2,3,3,2,2,2,2,2,3,2,4,4,4,4,4,3,4,3,2,1,2,4,4,4,3,2,2,3,2,2,4,4,2,2,2,2,2,3,2,2,2,4,3,2,1,1,2,2,2,2,2,2
176,1,2,1,2,2,2,2,3,2,1,2,3,3,3,2,2,3,2,2,2,3,1,2,1,4,3,3,2,2,1,3,3,2,1,1,3,4,3,2,1,2,2,2,2,4,1,2,1,1,1,1,3,2,1,3,3,2,2,1,1,2,1,1,1,2,3
177,1,2,1,3,3,3,2,4,3,1,3,4,3,3,2,3,4,1,2,1,3,1,3,4,4,3,2,3,4,1,3,4,2,1,2,3,1,3,3,2,1,4,1,3,4,2,4,1,1,2,3,3,2,1,1,3,2,2,1,1,4,2,2,1,2,2
178,1,1,1,2,1,4,2,2,2,1,2,4,4,4,4,4,3,1,2,1,4,1,1,2,4,2,4,1,2,1,4,4,4,1,1,4,3,2,2,2,1,4,2,2,2,1,1,1,1,1,3,3,1,2,3,1,1,1,1,4,1,1,1,2,1,3
179,1,2,1,3,2,3,2,1,2,2,1,3,3,4,3,2,3,4,3,2,3,1,2,3,4,3,3,4,2,2,4,3,2,2,4,2,2,3,3,2,3,3,3,3,3,4,1,4,2,3,4,4,4,2,4,3,4,2,4,2,3,2,2,3,1,4
180,1,3,1,4,3,3,2,3,3,2,2,3,4,3,3,3,3,3,3,2,3,1,3,2,3,2,3,2,3,2,3,4,4,2,1,3,3,4,4,3,4,4,2,4,4,3,3,2,2,2,2,1,4,3,3,4,2,2,4,2,2,2,2,2,2,3
181,1,1,1,2,2,2,2,3,1,4,1,2,3,2,1,1,2,3,2,1,2,1,2,2,4,3,1,1,2,2,2,3,2,2,1,3,3,3,2,1,1,2,2,2,3,1,2,2,1,2,2,2,3,1,3,3,2,1,4,1,2,2,2,3,1,3
182,1,2,2,4,3,4,3,2,3,1,3,3,4,3,2,2,3,3,3,1,4,2,2,3,4,4,4,1,1,1,3,4,3,2,2,4,3,4,3,2,1,4,3,4,3,2,1,2,1,3,3,4,1,3,4,3,3,2,1,1,2,2,2,2,2,4
183,1,2,2,3,1,4,2,1,2,1,2,4,4,3,2,2,3,3,4,2,3,2,3,2,4,3,4,3,3,3,2,3,2,2,1,3,3,3,3,2,3,4,2,4,4,1,1,3,1,3,4,2,2,3,3,2,3,3,2,1,2,2,1,2,2,3
184,1,2,1,2,2,4,2,1,2,1,1,4,4,3,2,2,2,3,2,2,3,1,2,1,2,2,4,2,2,3,2,4,2,1,1,3,2,2,2,3,2,4,3,2,3,3,1,2,2,2,2,2,1,1,3,3,2,2,1,1,3,2,2,2,2,2
185,1,1,1,2,1,4,1,2,3,1,1,4,4,3,2,3,4,2,3,2,3,1,3,3,4,4,3,2,2,1,3,4,3,2,1,4,3,3,3,2,1,3,3,4,3,2,1,1,1,2,3,3,2,3,3,4,2,1,1,2,1,1,1,2,2,3
186,1,2,2,2,2,3,2,3,1,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2,4,3,2,3,2,3,2,2,1,2,4,2,2,2,1,3,2,2,3,4,1,2,2,4,2,2,2,3,2,2,3,4,4,3,2,2,4,3,2,4,3,2
187,1,4,2,3,3,2,2,1,2,1,1,3,2,2,1,1,1,1,2,1,1,1,2,1,3,3,2,1,1,3,2,2,1,2,3,2,2,2,1,1,1,1,3,3,3,2,2,3,2,1,4,3,1,1,1,1,2,1,2,1,3,2,1,2,1,2
188,1,4,3,2,1,4,1,3,2,1,4,4,4,4,1,1,3,4,4,4,4,2,1,1,4,3,2,1,1,1,1,4,2,4,3,1,3,2,1,1,1,4,1,1,1,4,4,3,3,1,4,3,4,3,4,3,4,1,1,4,1,1,1,4,1,4
189,1,4,4,3,3,3,3,3,2,4,2,3,3,2,1,2,3,4,4,3,2,3,2,2,4,4,4,3,2,3,3,3,2,4,4,3,3,3,2,3,2,3,4,4,2,4,3,4,3,3,4,2,4,2,4,3,4,4,4,3,3,4,3,4,2,2
190,1,2,2,2,3,3,3,2,2,2,2,2,3,2,2,2,2,3,2,3,3,2,2,2,3,3,2,2,2,3,3,3,2,3,3,2,2,2,3,3,3,2,2,3,3,4,3,3,2,2,3,3,2,2,2,3,3,3,2,3,2,2,2,2,2,2
191,1,2,1,3,2,4,1,2,1,2,1,4,4,3,2,1,3,1,1,3,2,1,2,1,4,3,3,1,1,1,3,4,2,2,1,3,3,2,2,3,3,3,2,1,2,4,3,2,2,1,2,3,2,1,3,1,2,1,2,1,1,1,2,1,1,3
192,1,2,1,3,1,3,2,2,2,1,1,2,3,3,2,2,2,2,3,3,2,2,2,2,4,2,2,1,2,2,2,4,2,2,2,3,2,3,2,2,3,3,2,2,4,4,2,2,2,2,3,3,2,3,3,2,2,2,1,1,1,1,1,2,2,3
193,1,2,3,3,1,2,2,2,1,3,1,2,2,2,1,1,2,2,2,4,2,2,2,2,4,3,4,1,1,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,4,3,4,2,4,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
194,1,2,2,3,1,4,4,4,3,3,4,4,4,3,2,3,4,2,4,2,3,3,3,4,4,4,4,2,1,3,3,4,2,3,3,3,4,4,4,2,3,4,3,3,1,4,2,4,2,3,3,3,3,2,4,4,4,1,3,2,4,3,2,2,4,4
195,1,2,1,2,3,2,2,2,2,1,1,3,2,2,2,2,3,2,3,2,2,1,2,2,3,3,3,2,1,1,2,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,4,2,1,2,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2
196,1,3,4,2,2,4,1,2,3,3,1,3,4,3,4,2,4,4,2,1,3,2,4,2,4,3,4,4,4,4,3,4,2,4,4,3,2,3,4,3,2,3,4,2,4,4,1,4,4,4,4,4,3,2,3,2,3,2,3,4,1,3,1,3,1,2
197,1,2,2,4,2,3,3,2,3,1,2,4,3,3,4,4,3,2,3,2,3,1,4,2,4,4,3,4,4,4,3,3,4,4,1,4,2,2,4,2,1,3,1,4,3,2,1,2,1,1,3,3,1,1,1,1,3,1,1,2,1,2,2,2,1,3
198,1,2,2,2,2,4,2,2,2,2,2,3,3,2,1,2,2,2,3,2,3,2,3,1,4,3,4,2,2,2,3,3,1,2,2,2,3,3,3,2,1,3,2,2,1,3,2,3,2,2,3,4,2,2,3,2,2,3,2,2,2,3,2,2,2,4
199,1,2,1,2,2,2,2,2,2,1,1,4,3,2,3,3,2,2,3,1,2,1,2,2,2,2,4,1,2,1,2,2,3,2,3,3,1,2,2,3,1,2,2,2,2,3,1,1,1,2,2,3,3,2,2,3,2,1,1,2,3,1,1,2,1,1
200,1,1,1,3,1,3,1,2,2,1,1,3,4,3,2,3,3,2,1,4,3,1,1,1,4,3,3,1,2,1,2,4,2,2,2,3,3,3,2,3,3,3,2,2,2,3,2,1,1,1,2,3,2,2,3,2,2,2,1,2,1,1,2,2,2,2
201,1,2,1,3,3,3,3,3,2,1,2,4,4,3,3,3,2,3,3,1,3,2,2,2,4,3,4,1,2,3,2,4,3,2,3,2,2,3,2,3,2,3,3,3,2,2,4,3,2,3,3,3,2,3,4,3,3,2,2,4,3,3,2,3,3,3
202,1,2,1,4,3,4,1,3,3,1,2,4,4,3,4,2,2,1,1,1,3,1,1,3,3,4,4,3,3,2,3,3,3,1,1,3,2,3,2,1,3,3,4,1,2,2,1,1,1,3,2,4,4,2,4,4,2,1,1,1,2,1,1,4,1,4
203,1,3,1,2,1,4,2,4,1,3,3,3,4,2,3,1,3,3,1,2,2,2,4,2,4,4,4,4,4,2,4,4,3,2,3,3,3,3,4,2,4,3,3,3,3,4,4,4,2,2,2,3,2,2,2,2,3,2,3,1,2,1,2,4,1,3
204,1,3,1,1,2,3,3,3,1,1,2,3,3,3,1,2,3,3,3,2,2,1,4,3,4,3,3,4,2,3,4,4,2,3,3,2,2,2,2,2,4,3,3,3,4,4,3,3,3,3,3,4,3,2,3,3,3,2,3,4,2,2,3,4,3,3
205,1,3,3,2,3,4,4,4,2,1,4,3,4,4,1,4,4,4,4,2,3,3,4,1,3,4,4,4,4,4,3,3,1,2,4,4,4,3,2,4,4,4,4,4,4,4,4,4,1,4,4,4,4,3,4,4,4,4,1,4,4,4,4,4,4,4
206,1,3,3,2,1,2,3,4,2,1,3,3,3,1,1,2,4,4,4,1,2,2,1,2,4,2,3,4,2,4,3,3,1,3,3,2,3,3,3,3,1,2,4,3,2,3,1,3,2,2,4,2,1,2,3,2,4,2,2,2,3,3,1,3,1,2
207,1,3,3,2,3,3,3,2,2,2,3,3,4,2,2,2,3,4,3,2,2,1,2,2,4,4,3,2,1,4,3,3,2,3,3,2,3,3,2,4,3,3,3,3,3,4,3,4,3,2,3,3,2,2,3,3,3,2,3,2,3,3,3,3,2,3
208,1,3,2,2,1,4,1,1,2,2,2,4,4,3,2,2,4,1,2,3,4,2,2,1,4,4,3,1,2,1,2,4,2,2,3,2,3,2,3,4,2,4,2,1,2,3,2,2,2,2,2,3,1,2,2,3,2,3,4,4,2,2,2,3,1,4
209,1,2,4,4,2,3,4,2,2,1,1,3,2,2,2,2,2,3,2,1,2,2,2,3,4,3,3,2,1,2,3,2,2,3,2,4,3,3,4,2,4,2,2,4,4,2,3,2,1,2,3,4,2,3,1,3,3,2,1,4,2,2,1,1,2,1
210,1,3,1,3,2,3,3,3,3,1,3,3,3,2,2,2,3,3,3,1,3,1,3,2,3,3,3,1,2,1,3,3,3,3,4,3,3,3,3,1,2,3,3,3,2,1,1,2,1,2,3,3,1,3,3,3,3,1,1,2,2,2,1,1,1,3
211,1,1,1,3,3,3,1,2,2,1,1,3,3,2,2,1,3,2,2,1,1,1,1,1,4,3,3,1,2,2,3,3,2,2,1,3,2,3,2,2,2,3,3,2,3,1,3,1,2,1,2,3,1,2,3,1,2,1,2,1,1,1,1,2,1,2
212,1,2,2,3,2,3,1,1,2,4,2,3,3,2,3,2,3,4,3,2,2,1,1,2,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,1,3,3,3,4,3,3,2,1,3,3,3,2,2,3,3,3,3,2,1,1,1,1,1,1,3
213,1,2,2,3,1,2,2,1,1,1,1,3,2,2,1,1,3,2,2,1,2,1,3,2,2,4,4,1,2,2,1,1,2,2,1,2,3,2,2,2,3,2,1,1,3,2,2,2,3,2,3,2,1,2,1,3,3,2,1,2,3,2,2,3,2,1
214,1,3,4,2,2,4,4,4,3,1,4,4,3,1,2,2,3,4,4,1,4,4,3,2,4,4,4,1,2,3,3,4,2,3,3,2,3,3,2,2,2,4,3,3,1,2,1,2,3,3,4,1,2,3,4,4,4,2,1,3,3,4,2,2,3,4
215,1,3,2,4,1,4,2,2,1,2,1,4,4,3,2,2,3,2,4,4,2,2,1,1,3,2,3,2,1,2,3,3,2,1,3,4,3,2,2,3,1,3,3,2,2,3,4,3,3,2,2,3,2,2,4,3,3,1,3,2,2,2,2,3,1,3
